MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy,1996,117615,11239.0,Japan,Music|Comedy|Drama|Romance,Japanese,Shall we ダンス?,Shall We Dance?,"A bored Japanese accountant sees a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves ballroom dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",1996-01-27,7.2,Masayuki Suo,,Koji Yakusho|Tamiyo Kusakari|Naoto Takenaka|Yu Tokui
1538,The Second Jungle Book: Mowgli & Baloo (1997),Adventure|Children's,1997,120087,50850.0,United States of America,Adventure|Family,English,The Second Jungle Book: Mowgli & Baloo,The Second Jungle Book: Mowgli & Baloo,"In this exciting live-action adventure, young Mowgli, an orphan raised by wolves, is spotted by a scout for a giant circus. Accompanied by a cruel hunter and a snake charmer, the scout sets out to trap Mowgli. But with the help of Baloo the bear and Bagheera the panther, little Mowgli leads the adults into his biggest and wildest adventure yet! A fun-filled movie every member of the family will enjoy.",1997-05-16,3.2,Dee McLachlan,,Gulshan Grover|Jamie Williams|Billy Campbell|Roddy McDowall
1539,Twin Town (1997),Comedy|Crime,1997,120394,15321.0,United Kingdom,Comedy|Drama,English,Twin Town,Twin Town,"Jeremy and Julian Lewis, the ""Lewis Twins"", are two unruly brothers who terrorise the city of Swansea from the caravan park where they live with their family. When their father, Fatty, is injured while working on a roof for local kingpin Bryn Cartwright, they try in vain to claim compensation. Thus begins a campaign of terror, which local policemen Terry and Grayo are ill-equipped to prevent, involved as they are in a drugs deal with Cartwright.",1997-04-11,6.6,Kevin Allen,,Rhys Ifans|Llŷr Ifans|Dougray Scott|Dorien Thomas
1541,Addicted to Love (1997),Comedy|Romance,1997,118556,2058.0,United States of America,Comedy|Romance,English,Addicted to Love,Addicted to Love,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.",1997-05-23,6.1,Griffin Dunne,Robert Gordon,Meg Ryan|Matthew Broderick|Kelly Preston|Tchéky Karyo
1542,Brassed Off (1996),Comedy|Drama|Romance,1996,115744,9450.0,United Kingdom|United States of America,Comedy|Romance|Drama,English,Brassed Off,Brassed Off,"A small Yorkshire mining town is threatened with being shut down and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",1996-11-01,6.9,Mark Herman,Mark Herman,Pete Postlethwaite|Tara Fitzgerald|Ewan McGregor|Stephen Tompkinson
1543,The Designated Mourner (1997),Drama,1997,118964,125021.0,unkown,,English,The Designated Mourner,The Designated Mourner,"Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view.",1997-05-23,8.0,David Hare,,Mike Nichols|Miranda Richardson
1544,The Lost World: Jurassic Park (1997),Action|Adventure|Sci-Fi|Thriller,1997,119567,330.0,United States of America,Adventure|Action|Science Fiction,English,The Lost World: Jurassic Park,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",1997-05-23,6.2,Steven Spielberg,David Koepp,Jeff Goldblum|Julianne Moore|Pete Postlethwaite|Richard Attenborough
1545,Ponette (1996),Drama,1996,117359,38523.0,France,Drama|Foreign,French,Ponette,Ponette,"A four-year-old girl must come to terms with the loss of her mother and the reality of death in this award-winning French drama. Little Ponette (Victoire Thivisol) is riding in a car with her mother when they're involved in a serious accident; Ponette survives, but her mother does not. Her father (Xavier Beauvois) initially reacts with anger over his late wife's careless driving, while her Aunt Claire (Claire Nebout) tries to comfort the child by telling her about Jesus and the resurrection. However, none of this does much to reassure Ponette or clarify her confusion about the practical realities and spiritual dilemma posed by death. In time, Ponette and her cousins Matiaz (Matiaz Caton) and Delphine (Delphine Schiltz) are sent off to boarding school, where they have to resolve their confusion and loss on their own. ~Mark Deming, Rovi",1996-09-10,7.5,Jacques Doillon,,Delphine Schiltz|Victoire Thivisol|Matiaz Bureau Caton|Léopoldine Serre
1546,Schizopolis (1996),Comedy,1996,117561,16375.0,United States of America,Comedy,English,Schizopolis,Schizopolis,"Fletcher Munson is a lethargic, passive worker for a Scientology-like self-help corporation called Eventualism...",1996-09-13,6.4,Steven Soderbergh,Steven Soderbergh,Scott Allen|Steven Soderbergh|Betsy Brantley|Eddie Jemison
1547,Shiloh (1997),Children's|Drama,1997,120118,33660.0,United States of America,Drama|Family,English,Shiloh,Shiloh,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",1996-11-30,5.7,Dale Rosenbloom,Dale Rosenbloom,Blake Heron|J. Madison Wright|Michael Moriarty|Scott Wilson
1548,The War at Home (1996),Drama,1996,118117,59232.0,United States of America,Drama,English,The War at Home,The War at Home,"Jeremy Collier is a Vietnam veteran who has returned home and is struggling to cope with the war experiences that haunt him. He is also at odds with his family, who cannot begin to understand what he has been through. Jeremy's battles with his family finally spiral out of control on Thanksgiving Day, when a bitter secret is revealed",1996-11-20,6.9,Emilio Estevez,,Emilio Estevez|Kathy Bates|Martin Sheen|Kimberly Williams-Paisley
1549,Rough Magic (1995),Drama|Romance,1995,114303,45671.0,United Kingdom|United States of America|France,Comedy|Drama|Romance|Fantasy,English,Rough Magic,Rough Magic,"A sleazy politician sends an agent (Russell Crowe) after his ex-fiancee (Bridget Fonda), who fled to Mexico with incriminating film of him.",1995-09-07,6.3,Clare Peploe,Robert Mundi,Bridget Fonda|Russell Crowe|Jim Broadbent|D.W. Moffett
1550,Trial and Error (1997),Comedy|Romance,1997,120373,17770.0,United States of America,Comedy|Romance,English,Trial and Error,Trial and Error,"An actor poses as a lawyer to help his sick friend, and problems develop.",1997-05-30,5.3,Jonathan Lynn,Gregory Bernstein,Jeff Daniels|Charlize Theron|Michael Richards|Jessica Steen
1551,Buddy (1997),Adventure|Children's|Drama,1997,118787,15170.0,United States of America,Adventure|Comedy|Family,English,Buddy,Buddy,An eccentric socialite raises a gorilla as her son.,1997-06-06,3.9,Caroline Thompson,Caroline Thompson,Rene Russo|Robbie Coltrane|Alan Cumming|Irma P. Hall
1552,Con Air (1997),Action|Adventure|Thriller,1997,118880,1701.0,United States of America,Action|Thriller|Crime,English,Con Air,Con Air,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",1997-06-01,6.5,Simon West,Scott Rosenberg,Nicolas Cage|John Cusack|John Malkovich|Ving Rhames
1553,Late Bloomers (1996),Comedy,1996,116834,201445.0,unkown,,English,Late Bloomers,Late Bloomers,"High School basketball coach, Dinah Groshardt, falls for the school secretary, Carly Lumpkin, and upsets the entire school in the process.",1996-01-01,4.0,Julia Dyer,,Connie Nelson|Dee Hennigan
1554,The Pillow Book (1995),Drama|Romance,1995,114134,26422.0,France|Luxembourg|United Kingdom,Drama|Foreign|Romance,English,The Pillow Book,The Pillow Book,"As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from ""The Pillow Book"", the diary of a 10th-century lady-in-waiting. Nagiko grows up, obsessed with books, papers, and writing on bodies.",1996-05-12,6.9,Peter Greenaway,,Vivian Wu|Yoshi Oida|Ken Ogata|Hideko Yoshida
1555,"To Have, or Not (1995)",Drama,1995,112951,124642.0,unkown,Drama|Romance,English,En avoir (ou pas),To Have (Or Not),"Alice, fired from her job on an assembly line, leaves her boyfriend and provincial home for an uncertain new life in Lyon. There she encounters Bruno, a construction worker who's just been dumped and is severely depressed. Romantic possibilities ensue.",1995-12-27,0.0,Laetitia Masson,Laetitia Masson,Sandrine Kiberlain|Arnaud Giovaninetti|Roschdy Zem|Jean-Michel Fête
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,1997,120179,1639.0,United States of America,Action|Adventure|Thriller,English,Speed 2: Cruise Control,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,1997-06-13,4.1,Jan de Bont,Jeff Nathanson,Sandra Bullock|Jason Patric|Willem Dafoe|Temuera Morrison
1557,Squeeze (1996),Drama,1996,117724,49235.0,unkown,Crime|Drama,English,Squeeze,Squeeze,"Ty, Hector, and Bao are close friends in a tough section of Boston, where they're called ""the PG-13 crew."" They're 14, decent kids with few skills who've bailed out of school. A small gang of older tough guys, led by Marcus and Tommy, menace them, and when the PG-13s fight back and rob one of the gang, Marcus and Tommy vow to kill them. They seek protection from Derick, a drug dealer, who agrees to help if they'll sell drugs. Meanwhile, Ty is recruited to work at a community center by J.J., its quiet leader. Ty and his friends are in a squeeze: surrounded by violence, drugs, and no opportunities, is there any way out?",1997-06-06,6.0,Robert Patton-Spruill,,Tyrone Burton|Eddie Cutanda|Phuong Duong|Geoffrey Rhue
1558,Sudden Manhattan (1996),Comedy,1996,117775,106129.0,United States of America,Comedy|Thriller,English,Sudden Manhattan,Sudden Manhattan,Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?,1996-10-11,6.0,Adrienne Shelly,,Adrienne Shelly|Tim Guinee|Roger Rees|Louise Lasser
1559,The Next Step (1995),Drama,1995,113968,291634.0,unkown,,English,The Next Step,The Next Step,Backstage at a Broadway show.,1997-06-13,0.0,,,
1561,Wedding Bell Blues (1996),Comedy,1996,118127,107743.0,United States of America,Comedy|Romance,English,Wedding Bell Blues,Wedding Bell Blues,"Micki, Tanya and Jasmine have 24 hours to get divorced. There's just one problem...They're still single.  When Jasmine, Tanya and Micki decide they'd rather be divorced than unmarried, they take off to Las Vegas in search of the perfect ex. In the tangled web that follows, Micki lassos a cowboy, Tanya acquires a rich businessman, and Jasmine finds true love in the arms of a regular guy. The result is an outrageous comedy of love, marriage and misadventure.  As intelligent as it is absurd, Wedding Bell Blues pokes great fun at the twists and turns of modern love, with outstanding performances from a talented young cast, including Illeana Douglas, Paulina Porizkova and Julie Warner, it is without a doubt one of the year's most hilarious movies.",1996-10-18,5.5,Dana Lustig,Annette Goliti Gutierrez,Illeana Douglas|Paulina Porizkova|Julie Warner|John Corbett
1562,Batman & Robin (1997),Action|Adventure|Crime,1997,118688,415.0,United Kingdom|United States of America,Action|Crime|Fantasy,English,Batman & Robin,Batman & Robin,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",1997-06-20,4.2,Joel Schumacher,,George Clooney|Chris O'Donnell|Arnold Schwarzenegger|Uma Thurman
1563,Dream With the Fishes (1997),Drama,1997,119019,47686.0,United States of America,Comedy,English,Dream with the Fishes,Dream with the Fishes,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.",1997-01-01,7.7,,,David Arquette|Brad Hunt|Kathryn Erbe|Patrick McGaw
1564,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance,1997,120034,65889.0,Italy|United States of America,Comedy|Romance|Drama,English,Roseanna's Grave,Roseanna's Grave,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",1997-03-06,6.3,Paul Weiland,,Jean Reno|Mercedes Ruehl|Polly Walker|Mark Frankel
1565,Head Above Water (1996),Comedy|Thriller,1996,116502,11103.0,United States of America,Comedy|Thriller,English,Head Above Water,Head Above Water,"Judge George (Harvey Keitel) brings his young wife, Nathalie (Cameron Diaz), to a remote island for a vacation. But while George accompanies their only neighbor -- Nathalie's childhood friend Lance (Craig Sheffer) -- on a fishing trip, Nathalie spends time with her ex, Kent (Billy Zane). When Kent ends up dead the next morning, Nathalie tries to hide the evidence before her husband gets home. After the body is found, the events of the previous night unravel, with unexpected revelations.",1996-11-07,5.8,Jim Wilson,Theresa Marie,Harvey Keitel|Cameron Diaz|Billy Zane|Craig Sheffer
1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,1997,119282,11970.0,United States of America,Animation|Family|Fantasy|Adventure|Comedy|Romance,English,Hercules,Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",1997-06-26,7.3,Ron Clements,Ron Clements,Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito
1567,The Last Time I Committed Suicide (1997),Drama,1997,119502,34941.0,United States of America,Drama,English,The Last Time I Committed Suicide,The Last Time I Committed Suicide,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfried, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?",1997-06-20,6.7,Stephen T. Kay,Stephen T. Kay,Thomas Jane|Keanu Reeves|Claire Forlani|Gretchen Mol
1568,MURDER and murder (1996),Crime|Drama|Mystery,1996,116949,407992.0,United States of America,Drama|Romance,English,MURDER and murder,MURDER and murder,"Mildred and Doris are two middle-aged white women, from very different backgrounds, who become lovers and set up house together. Film explores the pleasures and uncertainties of later-life emotional attachment and lesbian identity in a culture that glorifies youth and heterosexual romance.",1996-09-10,8.0,Yvonne Rainer,,Joanna Merlin|Kathleen Chalfant|Catherine Kellner|Isa Thomas
1569,My Best Friend's Wedding (1997),Comedy|Romance,1997,119738,8874.0,United States of America,Comedy|Romance,English,My Best Friend's Wedding,My Best Friend's Wedding,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",1997-06-19,6.4,P.J. Hogan,Ronald Bass,Julia Roberts|Dermot Mulroney|Cameron Diaz|Rupert Everett
1570,Tetsuo II: Body Hammer (1992),Sci-Fi,1992,105569,17991.0,Japan,Science Fiction|Horror|Drama|Thriller,Japanese,Tetsuo II: Body Hammer,Tetsuo II: Body Hammer,"Tetsuo II: Body Hammer is a 1992 Japanese science fiction/horror film directed by Shinya Tsukamoto. It is a bigger-budget reworking of the same director's 1989 movie Tetsuo: The Iron Man, utilizing similar themes and ideas to the earlier film (a Japanese salaryman, played by cult actor Tomorowo Taguchi, finds his body transforming into a weapon through sheer rage after his son is kidnapped by a gang of violent thugs.) It was not as well received as its predecessor but it did win the Critic's Award at the 3rd Yubari International Fantastic Film Festival in February 1992.",1992-01-01,5.6,Shinya Tsukamoto,,Tomorowo Taguchi|Shinya Tsukamoto|Nobu Kanaoka|Kim Sujin
1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,1996,115856,11956.0,France,Comedy,French,Chacun Cherche Son Chat,When the Cat's Away,"When Chloe (Garance Clavel), a young Parisian, decides to take a long-overdue vacation, she has to find someone to look after Gris-Gris, her beloved cat. Everyone, including her gay male roommate, refuses to help her, but she finally makes an arrangement with the elderly Madame Renée (Renée Le Calm), who often watches over other peoples' cats and dogs. However, when Chloe comes back, Madame Renée tells her that unfortunately the cat has been lost, and the unlucky owner goes on a search for her dear animal friend. While looking for the cat, she meets many colorful characters who populate the neighborhood.",1996-04-03,6.1,Cédric Klapisch,Cédric Klapisch,Garance Clavel|Zinedine Soualem|Renée Le Calm|Olivier Py
1572,Contempt (Le Mépris) (1963),Drama,1963,57345,266.0,France|Italy,Drama,French,Le Mépris,Contempt,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during a film production as she spends time with its producer.,1963-10-21,7.5,Jean-Luc Godard,Jean-Luc Godard,Brigitte Bardot|Michel Piccoli|Jack Palance|Giorgia Moll
1573,Face/Off (1997),Action|Sci-Fi|Thriller,1997,119094,754.0,United States of America,Action|Crime|Science Fiction|Thriller,English,Face/Off,Face/Off,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",1997-06-27,6.8,John Woo,,John Travolta|Nicolas Cage|Joan Allen|Alessandro Nivola
1574,Fall (1997),Romance,1997,119098,37567.0,United States of America,Drama|Romance,English,Fall,Fall,"Writer/director Eric Schaeffer (If Lucy Fell) and Amanda De Cadenet (Four Rooms) steam up the screen with this humorous, provocative and sexy tale of lust and desire that ""examines the surprisingly tender sides of erotic craving"" (MovieMaker). For Michael Shiver (Schaeffer), life as an easy-going cab driver in New York suddenly changes when he picks up supermodel Sarah Easton (De Cadenet) and falls head over heels in love. But Sarah has more than just passion on her mind ? she also has a husband and a glamorous lifestyle that she can't seem to leave behind. Torn between her feelings for Michael and the security of her marriage, Sarah is forced to make a realistic decision about the sacrifices that must be made to be truly and totally in love.",1997-06-20,7.2,Eric Schaeffer,,Francie Swift|Jose Yenque|Josip Kuchan|Scarlett Johansson
1575,Gabbeh (1996),Drama,1996,116384,43771.0,Iran|France,Drama|Mystery|Romance,Persian,گبه,Gabbeh,"An elderly couple go about their routine of cleaning their gabbeh (a intricately-designed rug), while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.",1996-06-26,7.5,Mohsen Makhmalbaf,Mohsen Makhmalbaf,Shaghayeh Djodat|Abbas Sayah|Hossein Moharami|Rogheih Moharami
1577,Mondo (1996),Drama,1996,117076,124834.0,France,Drama,French,Mondo,Mondo,"Mondo is a homeless young boy, with a big smile, who wanders around Nice looking for food and a place to sleep.",1995-06-01,7.0,Tony Gatlif,,Ovidiu Balan|Philippe Petit|Pierrette Fesch|Schahla Aalam
1578,The Innocent Sleep (1995),Crime,1995,113425,249358.0,United Kingdom,Thriller,French,The Innocent Sleep,The Innocent Sleep,"Inspired by the 1982 Roberto Calvi Affair in which an Italian banker was found hanging from a bridge across the River Thames, the story follows Alan, a man from Northern England who is homeless after the loss of his wife and job. One night while sleeping in a deserted building, Alan witnesses the murder of a high-profile businessman. He attempts to leave the scene unnoticed, but the killers realize that someone has seen them commit the crime. He goes to the police only to discover that one of the killers is leading the case. To stay alive, Alan recruits the help of Billie Hayman, an American journalist, to cover his story.",1996-01-25,0.0,Scott Michell,,Rupert Graves|Annabella Sciorra|Michael Gambon|Franco Nero
1579,For Ever Mozart (1996),Drama,1996,116334,111367.0,Switzerland|France,Drama|Comedy|War,English,For Ever Mozart,For Ever Mozart,"For Ever Mozart is an episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France. Director Jean-Luc Godard presents stories about this troop to ask how one can make art while slaughters like the one in Bosnia are taking place, and he throws in a strong critique of the European Union. For Ever Mozart is one of Godard's most disjointed and difficult films. Its stories sometimes seem to form a whole and at other times the links among them are unclear. One gets the impression that in each episode Godard attempts to start a film only to come to the conclusion that it is impossible to continue. It features some of the most beautiful shots of tanks in the cinema.",1996-11-27,8.0,Jean-Luc Godard,,Madeleine Assas|Ghalia Lacroix|Bérangère Allaux|Vicky Messica
1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1997,119654,607.0,United States of America,Action|Adventure|Comedy|Science Fiction,English,Men in Black,Men in Black,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",1997-07-02,6.9,Barry Sonnenfeld,Ed Solomon,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio
1581,Out to Sea (1997),Comedy,1997,119848,18080.0,United States of America,Comedy|Romance,English,Out to Sea,Out to Sea,"Care-free Charlie (Walter Matthau) cons his widower brother-in-law Herb (Jack Lemmon) into an expenses-paid luxury cruise in search of rich, lonely ladies. The catch is that they are required to be dance hosts! With a tyrannical cruise director, and the luscious Liz and lovely Vivian, our heroes have lots of mis-adventures before they finally return to port.",1997-07-02,5.8,Martha Coolidge,Robert Nelson Jacobs,Jack Lemmon|Walter Matthau|Dyan Cannon|Brent Spiner
1582,Wild America (1997),Adventure|Children's,1997,120512,38225.0,United States of America,Family,English,Wild America,Wild America,"Three brothers - Marshall, Marty and Mark dream of becoming naturalists and portraying animal life of America. One summer their dream comes true, they travel through America, filming alligators, b  ears and moose.",1997-07-02,5.8,William Dear,,Jonathan Taylor Thomas|Scott Bairstow|Devon Sawa|Frances Fisher
1583,A Simple Wish (1997),Children's|Fantasy,1997,120133,17834.0,United States of America,Adventure|Comedy|Family|Fantasy,English,A Simple Wish,A Simple Wish,"Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",1997-07-11,5.5,Michael Ritchie,Jeff Rothberg,Martin Short|Kathleen Turner|Mara Wilson|Robert Pastorelli
1584,Contact (1997),Drama|Sci-Fi,1997,118884,686.0,United States of America,Drama|Science Fiction|Mystery,English,Contact,Contact,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",1997-07-11,7.2,Robert Zemeckis,James V. Hart,Jodie Foster|Matthew McConaughey|James Woods|John Hurt
1585,Love Serenade (1996),Comedy,1996,116930,65046.0,Australia,Comedy|Foreign|Romance,English,Love Serenade,Love Serenade,"Ken Sherry, a radio personality from Brisbane, moves to the small country town of Sun Ray to take over the local radio station as a retreat from city life and his past.He moves next door to love-starved sisters Vicki-Ann and Dimity Hurley. They are both dumbstruck by him and compete for his affections. While the attraction is by no means mutual, Ken ""sleaze-bag"" Sherry is more than willing to use the girls for his own sexual gratification.Vicki-Ann’s naivety leads her to believe that they will marry, meanwhile, Dimity believes him to be a fish.When Vicki-Ann’s proposal is rejected she climbs the grain silo to presumably contemplate suicide. Ken and Dimity come to talk to her and Ken ends up dying by falling off the tower- or was he pushed? The girls attempt to dispose of the body by dumping it in the river, however Dimity’s fishy theory is proved true when Ken swims off towards the horizon.",1996-10-10,6.0,Shirley Barrett,Shirley Barrett,Miranda Otto|Rebecca Frith|George Shevtsov|John Alansu
1586,G.I. Jane (1997),Action|Drama|War,1997,119173,4421.0,United States of America,Action|Drama,English,G.I. Jane,G.I. Jane,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,1997-08-22,6.0,Ridley Scott,David Twohy,Demi Moore|Viggo Mortensen|Anne Bancroft|Jason Beghe
1587,Conan the Barbarian (1982),Action|Adventure,1982,82198,9387.0,United States of America,Adventure|Fantasy|Action,English,Conan the Barbarian,Conan the Barbarian,"A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",1982-04-02,6.6,John Milius,John Milius,Arnold Schwarzenegger|James Earl Jones|Max von Sydow|Sandahl Bergman
1588,George of the Jungle (1997),Children's|Comedy,1997,119190,10603.0,United States of America,Adventure|Comedy|Family|Romance,English,George of the Jungle,George of the Jungle,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA.",1997-07-15,5.4,Sam Weisman,Dana Olsen,Brendan Fraser|Leslie Mann|Thomas Haden Church|John Cleese
1589,Cop Land (1997),Crime|Drama|Mystery,1997,118887,2142.0,United States of America,Action|Crime|Drama,English,Cop Land,Cop Land,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",1997-08-15,6.6,James Mangold,,Sylvester Stallone|Harvey Keitel|Ray Liotta|Robert De Niro
1590,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,1997,119081,8413.0,United Kingdom|United States of America,Horror|Science Fiction|Mystery,English,Event Horizon,Event Horizon,"In the year 2047 a group of astronauts are sent to investigate and salvage the long lost starship ""Event Horizon"". The ship disappeared mysteriously 7 years before on its maiden voyage and with its return comes even more mystery as the crew of the ""Lewis and Clark"" discover the real truth behind its disappearance and something even more terrifying.",1997-08-15,6.4,Paul W.S. Anderson,,Laurence Fishburne|Sam Neill|Kathleen Quinlan|Joely Richardson
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,1997,120177,10336.0,United States of America,Action|Adventure|Fantasy|Horror|Science Fiction|Thriller,English,Spawn,Spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997-07-31,5.0,Mark A.Z. Dippé,Alan B. McElroy,Michael Jai White|Martin Sheen|John Leguizamo|Theresa Randle
1592,Air Bud (1997),Children's|Comedy,1997,118570,20737.0,Canada|United States of America,Comedy|Family|Drama,English,Air Bud,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",1997-08-01,5.3,Charles Martin Smith,,Kevin Zegers|Wendy Makkena|Michael Jeter|Bill Cobbs
1593,Picture Perfect (1997),Comedy|Romance,1997,119896,9413.0,United States of America,Comedy|Romance,English,Picture Perfect,Picture Perfect,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",1997-08-01,5.1,Glenn Gordon Caron,Arleen Sorkin,Jennifer Aniston|Jay Mohr|Kevin Bacon|Olympia Dukakis
